Year,Land use category,Land use,Irrigation,Sources,GHG sequestration (Mt CO2e)
2016,Crop,Rice,dry,TCO2E_Ecological Grazing,
2016,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2016,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2016,Crop,Summer legumes,dry,TCO2E_Ecological Grazing,
2016,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2016,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2016,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2016,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2016,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.2668395
2016,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.03749715
2016,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.013231558999999999
2017,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2017,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2017,Crop,Hay,dry,TCO2E_Ecological Grazing,
2017,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2017,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2017,Crop,Rice,dry,TCO2E_Ecological Grazing,
2017,Crop,Stone fruit,dry,TCO2E_Ecological Grazing,
2017,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2017,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2017,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2017,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2017,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2017,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2017,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.807501
2017,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037497260000000004
2017,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-2.63858
2018,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2018,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2018,Crop,Hay,dry,TCO2E_Ecological Grazing,
2018,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2018,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2018,Crop,Rice,dry,TCO2E_Ecological Grazing,
2018,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2018,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2018,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2018,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2018,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2018,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2018,Livestock,Beef,dry,TCO2E_Ecological Grazing,-2.1884105
2018,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.03749737
2018,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-2.381654
2019,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2019,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2019,Crop,Hay,dry,TCO2E_Ecological Grazing,
2019,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2019,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2019,Crop,Rice,dry,TCO2E_Ecological Grazing,
2019,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2019,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2019,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2019,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2019,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2019,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2019,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.63980475
2019,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037497484
2019,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.3044254
2020,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2020,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2020,Crop,Hay,dry,TCO2E_Ecological Grazing,
2020,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2020,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2020,Crop,Rice,dry,TCO2E_Ecological Grazing,
2020,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2020,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2020,Crop,Summer legumes,dry,TCO2E_Ecological Grazing,
2020,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2020,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2020,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2020,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2020,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.24421389999999998
2020,Livestock,Dairy,dry,TCO2E_Ecological Grazing,0.0
2020,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.050600965
2021,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2021,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2021,Crop,Hay,dry,TCO2E_Ecological Grazing,
2021,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2021,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2021,Crop,Rice,dry,TCO2E_Ecological Grazing,
2021,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2021,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2021,Crop,Summer oilseeds,dry,TCO2E_Ecological Grazing,
2021,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2021,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2021,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2021,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2021,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.28789744
2021,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.03749764
2021,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.013231594
2022,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2022,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2022,Crop,Hay,dry,TCO2E_Ecological Grazing,
2022,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2022,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2022,Crop,Rice,dry,TCO2E_Ecological Grazing,
2022,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2022,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2022,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2022,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2022,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2022,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2022,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.6337640600000001
2022,Livestock,Dairy,dry,TCO2E_Ecological Grazing,0.0
2022,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-1.5720631
2023,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2023,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2023,Crop,Hay,dry,TCO2E_Ecological Grazing,
2023,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2023,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2023,Crop,Rice,dry,TCO2E_Ecological Grazing,
2023,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2023,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2023,Crop,Summer legumes,dry,TCO2E_Ecological Grazing,
2023,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2023,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2023,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2023,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2023,Livestock,Beef,dry,TCO2E_Ecological Grazing,-1.7631142
2023,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037497727
2023,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-4.13745
2024,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2024,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2024,Crop,Hay,dry,TCO2E_Ecological Grazing,
2024,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2024,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2024,Crop,Rice,dry,TCO2E_Ecological Grazing,
2024,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2024,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2024,Crop,Summer legumes,dry,TCO2E_Ecological Grazing,
2024,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2024,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2024,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2024,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2024,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.17704922
2024,Livestock,Dairy,dry,TCO2E_Ecological Grazing,0.0
2024,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.013231601
2025,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2025,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2025,Crop,Hay,dry,TCO2E_Ecological Grazing,
2025,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2025,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2025,Crop,Rice,dry,TCO2E_Ecological Grazing,
2025,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2025,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2025,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2025,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2025,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2025,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2025,Livestock,Beef,dry,TCO2E_Ecological Grazing,-2.1402385
2025,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037497812
2025,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-3.996333
2026,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2026,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2026,Crop,Hay,dry,TCO2E_Ecological Grazing,
2026,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2026,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2026,Crop,Rice,dry,TCO2E_Ecological Grazing,
2026,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2026,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2026,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2026,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2026,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2026,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2026,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.9768136
2026,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037497855000000004
2026,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.82724006
2027,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2027,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2027,Crop,Hay,dry,TCO2E_Ecological Grazing,
2027,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2027,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2027,Crop,Rice,dry,TCO2E_Ecological Grazing,
2027,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2027,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2027,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2027,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2027,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2027,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2027,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.46129296999999997
2027,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.0374979
2027,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.040212688
2028,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2028,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2028,Crop,Hay,dry,TCO2E_Ecological Grazing,
2028,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2028,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2028,Crop,Rice,dry,TCO2E_Ecological Grazing,
2028,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2028,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2028,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2028,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2028,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2028,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2028,Livestock,Beef,dry,TCO2E_Ecological Grazing,-1.7024179
2028,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.03749794
2028,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.85201256
2029,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2029,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2029,Crop,Hay,dry,TCO2E_Ecological Grazing,
2029,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2029,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2029,Crop,Rice,dry,TCO2E_Ecological Grazing,
2029,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2029,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2029,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2029,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2029,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2029,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2029,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.7829625600000001
2029,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.053171516
2029,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-4.1654342
2030,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2030,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2030,Crop,Hay,dry,TCO2E_Ecological Grazing,
2030,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2030,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2030,Crop,Rice,dry,TCO2E_Ecological Grazing,
2030,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2030,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2030,Crop,Summer legumes,dry,TCO2E_Ecological Grazing,
2030,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2030,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2030,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2030,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2030,Livestock,Beef,dry,TCO2E_Ecological Grazing,-1.47302
2030,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037498027
2030,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-2.0796559
2031,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2031,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2031,Crop,Hay,dry,TCO2E_Ecological Grazing,
2031,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2031,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2031,Crop,Rice,dry,TCO2E_Ecological Grazing,
2031,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2031,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2031,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2031,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2031,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2031,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2031,Livestock,Beef,dry,TCO2E_Ecological Grazing,-2.0364605
2031,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.03749807
2031,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.46338978000000003
2032,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2032,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2032,Crop,Hay,dry,TCO2E_Ecological Grazing,
2032,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2032,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2032,Crop,Rice,dry,TCO2E_Ecological Grazing,
2032,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2032,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2032,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2032,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2032,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2032,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2032,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.5589330600000001
2032,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037498113
2032,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.24617797
2033,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2033,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2033,Crop,Hay,dry,TCO2E_Ecological Grazing,
2033,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2033,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2033,Crop,Rice,dry,TCO2E_Ecological Grazing,
2033,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2033,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2033,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2033,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2033,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2033,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2033,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.86901975
2033,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.08151391000000001
2033,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-2.0061921000000003
2034,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2034,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2034,Crop,Hay,dry,TCO2E_Ecological Grazing,
2034,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2034,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2034,Crop,Rice,dry,TCO2E_Ecological Grazing,
2034,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2034,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2034,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2034,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2034,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2034,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2034,Livestock,Beef,dry,TCO2E_Ecological Grazing,-2.155234
2034,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037498199999999995
2034,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.14935866
2035,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2035,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2035,Crop,Hay,dry,TCO2E_Ecological Grazing,
2035,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2035,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2035,Crop,Rice,dry,TCO2E_Ecological Grazing,
2035,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2035,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2035,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2035,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2035,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2035,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2035,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.28624638
2035,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.031467723
2035,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.013231628
2036,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2036,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2036,Crop,Hay,dry,TCO2E_Ecological Grazing,
2036,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2036,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2036,Crop,Rice,dry,TCO2E_Ecological Grazing,
2036,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2036,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2036,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2036,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2036,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2036,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2036,Livestock,Beef,dry,TCO2E_Ecological Grazing,-1.1932494
2036,Livestock,Dairy,dry,TCO2E_Ecological Grazing,0.0
2036,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-2.1802932000000004
2037,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2037,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2037,Crop,Hay,dry,TCO2E_Ecological Grazing,
2037,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2037,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2037,Crop,Rice,dry,TCO2E_Ecological Grazing,
2037,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2037,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2037,Crop,Summer legumes,dry,TCO2E_Ecological Grazing,
2037,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2037,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2037,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2037,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2037,Livestock,Beef,dry,TCO2E_Ecological Grazing,-1.1769422
2037,Livestock,Dairy,dry,TCO2E_Ecological Grazing,0.0
2037,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-4.658377
2038,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2038,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2038,Crop,Hay,dry,TCO2E_Ecological Grazing,
2038,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2038,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2038,Crop,Rice,dry,TCO2E_Ecological Grazing,
2038,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2038,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2038,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2038,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2038,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2038,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2038,Livestock,Beef,dry,TCO2E_Ecological Grazing,-1.6161268999999998
2038,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.03749837
2038,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.7205545999999999
2039,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2039,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2039,Crop,Hay,dry,TCO2E_Ecological Grazing,
2039,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2039,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2039,Crop,Rice,dry,TCO2E_Ecological Grazing,
2039,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2039,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2039,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2039,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2039,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2039,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2039,Livestock,Beef,dry,TCO2E_Ecological Grazing,-2.047756
2039,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037498413999999994
2039,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.06046829
2040,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2040,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2040,Crop,Hay,dry,TCO2E_Ecological Grazing,
2040,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2040,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2040,Crop,Rice,dry,TCO2E_Ecological Grazing,
2040,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2040,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2040,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2040,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2040,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2040,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2040,Livestock,Beef,dry,TCO2E_Ecological Grazing,-1.3570274
2040,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037498457
2040,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.06734999
2041,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2041,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2041,Crop,Hay,dry,TCO2E_Ecological Grazing,
2041,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2041,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2041,Crop,Rice,dry,TCO2E_Ecological Grazing,
2041,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2041,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2041,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2041,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2041,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2041,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2041,Livestock,Beef,dry,TCO2E_Ecological Grazing,-0.28419928000000005
2041,Livestock,Dairy,dry,TCO2E_Ecological Grazing,0.0
2041,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-0.013231644
2042,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2042,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2042,Crop,Hay,dry,TCO2E_Ecological Grazing,
2042,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2042,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2042,Crop,Rice,dry,TCO2E_Ecological Grazing,
2042,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2042,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2042,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2042,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2042,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
2042,Crop,Winter oilseeds,dry,TCO2E_Ecological Grazing,
2042,Livestock,Beef,dry,TCO2E_Ecological Grazing,-1.8299765
2042,Livestock,Dairy,dry,TCO2E_Ecological Grazing,-0.037498542999999995
2042,Livestock,Sheep,dry,TCO2E_Ecological Grazing,-4.9299435
2043,Crop,Cotton,dry,TCO2E_Ecological Grazing,
2043,Crop,Grapes,dry,TCO2E_Ecological Grazing,
2043,Crop,Hay,dry,TCO2E_Ecological Grazing,
2043,Crop,Nuts,dry,TCO2E_Ecological Grazing,
2043,Crop,Other non-cereal crops,dry,TCO2E_Ecological Grazing,
2043,Crop,Rice,dry,TCO2E_Ecological Grazing,
2043,Crop,Sugar,dry,TCO2E_Ecological Grazing,
2043,Crop,Summer cereals,dry,TCO2E_Ecological Grazing,
2043,Crop,Vegetables,dry,TCO2E_Ecological Grazing,
2043,Crop,Winter cereals,dry,TCO2E_Ecological Grazing,
2043,Crop,Winter legumes,dry,TCO2E_Ecological Grazing,
